4337,0,0,0,0,0,0,0,0,0,0,0,76,72,72,164,83,158
4338,0,0,0,0,0,0,0,0,0,0,0,2,7,5,0,7,12
4339,0,0,0,0,0,0,0,0,0,0,0,24,31,35,98,155,59
4341,0,0,0,0,0,0,0,0,0,0,0,67,55,74,83,175,247
4342,0,0,0,0,0,0,0,0,0,0,0,6,12,7,88,0,12
4343,0,0,0,0,0,0,0,0,0,0,0,22,38,19,41,169,7
4344,0,0,0,0,0,0,0,0,0,0,0,7,5,9,0,0,13
2772,48,52,40,51,57,51,44,56,66,71,82,84,80,88,56,131,37
4346,0,0,0,0,0,0,0,0,0,0,0,12,13,8,0,30,0
4347,0,0,0,0,0,0,0,0,0,0,0,2,0,6,17,13,0
4348,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8445,0,0,0,0,0,38,41,28,23,47,42,34,52,47,60,19,30
4351,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0
4352,0,0,0,0,0,0,0,0,0,0,0,13,15,14,38,47,24
4353,0,0,0,0,0,0,0,0,0,0,0,2,2,3,54,0,0
4354,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0
4355,0,0,0,0,0,0,0,0,0,0,0,9,5,6,100,4,0
2774,0,0,0,0,0,54,77,65,81,68,61,82,125,130,164,177,83
8410,0,0,0,0,0,28,40,45,52,37,44,21,45,36,40,30,0
5737,18,10,12,19,29,29,25,37,32,23,21,25,29,21,75,40,26
8124,76,65,83,106,129,97,96,113,115,65,68,53,51,62,145,90,109
2776,11,11,21,12,16,14,14,10,20,21,18,8,15,8,47,16,26
9399,4,4,3,9,4,3,1,4,6,0,1,2,1,1,0,9,0
2778,30,43,31,38,41,43,49,39,43,38,37,29,42,39,218,162,66
4485,0,0,0,0,0,17,16,17,21,24,14,14,14,11,10,0,0
7852,0,0,0,0,0,12,8,10,12,3,7,10,5,4,0,0,0
8485,0,0,0,0,0,43,71,60,65,96,104,59,59,71,20,51,25
8486,0,0,0,0,0,51,49,48,32,34,45,48,44,34,83,21,95
8488,0,0,0,0,0,83,89,76,91,116,136,103,65,95,75,252,118
2780,7,11,7,9,11,22,15,10,13,13,20,18,19,14,36,15,0
300,200,193,202,270,265,288,281,307,346,187,205,194,231,268,0,0,0
8494,46,81,50,72,57,67,61,61,60,61,56,47,59,71,144,55,25
4400,0,0,0,0,0,12,13,16,16,16,26,28,32,30,0,0,0
305,260,272,380,369,376,456,500,542,596,627,667,711,803,817,738,922,684
8499,82,76,78,79,55,30,29,28,32,33,32,35,36,32,60,138,99
4830,2,1,1,2,8,0,3,0,1,0,3,1,1,0,0,0,0
310,32,46,59,64,63,66,44,42,38,47,52,51,59,43,44,16,0
9609,10,24,8,16,14,4,7,7,4,3,0,4,1,1,0,0,0
312,28,24,29,46,30,38,58,37,72,35,50,58,56,60,93,29,97
4410,0,0,0,0,0,4,4,12,7,9,10,9,10,6,0,20,24
315,241,170,213,292,294,159,161,182,232,219,223,229,258,250,664,523,253
317,86,53,86,74,81,77,82,81,99,100,67,86,88,110,71,120,128
319,0,0,0,0,0,24,37,34,29,32,31,39,42,50,148,86,101
320,86,75,91,135,127,136,175,168,168,168,177,203,206,240,303,235,20
321,0,0,0,0,0,113,128,108,120,126,113,127,147,172,327,185,155
322,117,66,128,177,134,126,133,137,134,144,151,161,159,192,352,466,298
4420,0,0,0,0,0,6,10,9,7,6,10,10,10,7,13,1,1
325,36,19,29,36,45,27,34,49,43,38,45,40,60,61,59,71,31
328,0,0,0,0,0,7,7,12,12,11,15,7,16,12,0,0,0
4425,0,0,0,0,0,7,9,11,2,10,14,7,2,5,0,0,0
330,71,57,85,110,114,37,50,50,62,46,51,36,56,35,0,0,26
4834,6,1,2,2,5,0,1,5,18,2,10,4,1,2,0,18,0
4430,0,0,0,0,0,29,31,46,35,45,47,34,29,39,170,45,70
335,8,4,8,13,10,19,13,19,17,15,14,11,11,13,0,15,0
6964,10,11,5,8,11,10,9,21,15,15,9,15,12,14,0,0,20
6200,7,3,6,8,12,14,12,9,16,12,15,19,8,21,0,0,0
4435,0,0,0,0,0,6,8,9,9,8,13,10,7,13,0,18,0
340,80,76,67,155,132,150,89,105,126,97,75,106,103,78,171,11,163
341,51,50,34,80,77,78,61,57,69,49,58,55,58,40,163,0,68
342,20,21,21,29,33,26,18,17,16,20,16,15,20,14,20,0,0
343,19,20,26,30,43,32,29,32,59,72,48,65,100,80,143,82,60
4440,0,0,0,0,0,26,22,37,30,21,31,31,28,27,51,27,0
345,154,145,297,229,268,266,285,396,332,326,362,381,425,459,772,738,441
2447,28,34,36,36,49,31,35,39,38,27,41,46,42,48,49,39,0
4445,0,0,0,0,0,12,15,12,12,13,21,19,21,11,13,1,0
350,18,19,24,37,36,34,31,39,40,34,27,32,27,31,25,0,0
2400,14,14,12,28,23,30,47,27,35,25,18,30,28,46,0,0,0
4450,0,0,0,0,0,4,0,1,1,1,2,1,2,1,0,0,0
355,23,42,38,38,45,48,32,34,40,36,38,32,21,38,0,39,21
2790,0,0,0,0,0,56,51,69,79,59,60,52,42,47,22,18,0
358,9,24,23,44,42,39,36,24,32,31,37,33,23,36,98,21,55
2407,70,61,60,67,62,46,46,39,65,37,46,44,53,56,71,34,9
360,53,30,54,51,51,102,129,122,94,129,109,127,143,137,148,166,173
2409,29,21,21,29,29,18,19,21,18,14,19,25,29,22,19,0,0
2411,33,34,35,43,44,34,31,34,44,29,36,24,23,24,0,0,0
4460,0,0,0,0,0,20,20,22,17,34,31,35,27,25,96,0,0
365,226,156,298,274,315,350,346,457,426,422,413,413,489,436,865,936,658
2415,16,23,25,35,40,30,37,49,74,52,73,50,58,62,92,68,20
368,107,82,201,186,193,216,223,262,230,200,190,146,198,197,574,501,210
4465,0,0,0,0,0,13,13,15,13,4,9,17,4,2,0,0,0
370,42,24,14,40,21,18,23,27,51,40,51,39,44,34,42,20,0
2419,8,6,11,17,8,9,8,6,12,6,4,10,10,7,0,0,21
4468,0,0,0,0,0,15,22,17,28,15,17,18,28,19,43,32,41
4470,0,0,0,0,0,1,0,0,3,0,1,0,2,0,0,0,0
2423,5,5,3,8,5,9,8,6,4,5,7,11,5,7,0,0,0
4500,27,11,24,12,38,10,33,13,35,10,23,18,40,22,0,0,0
2427,23,43,30,59,42,47,45,55,57,53,69,77,66,83,157,197,208
2794,32,31,31,37,27,39,60,21,31,35,25,25,47,23,32,0,34
2431,51,44,46,59,52,53,59,61,50,51,71,71,61,72,69,148,86
4480,0,0,0,0,0,11,8,11,8,4,3,8,3,0,0,12,0
2435,27,20,20,38,55,42,23,29,52,49,42,47,42,45,78,56,0
2437,20,25,22,23,27,30,30,54,44,52,41,39,49,50,124,102,51
2439,24,23,23,32,30,24,29,37,57,65,56,50,61,67,128,13,0
2441,0,0,0,0,0,25,10,16,21,17,9,13,10,15,44,56,20
394,106,117,145,194,213,179,163,201,233,259,277,260,303,296,213,368,258
2443,22,27,20,27,41,29,26,26,26,25,25,28,41,29,25,53,20
6210,5,7,3,3,5,3,13,7,3,7,3,11,10,28,8,0,0
4494,0,0,0,0,0,6,3,5,4,7,3,8,6,5,0,46,0
399,22,35,32,42,47,32,21,32,40,49,69,41,54,64,221,41,31
400,0,296,347,418,527,94,75,84,83,88,159,124,154,184,0,0,0
4504,42,54,87,26,58,26,92,30,96,42,66,29,118,48,96,37,46
402,0,0,0,0,0,50,64,91,105,103,113,218,231,259,275,226,282
2451,16,19,13,14,11,18,6,11,9,3,2,1,3,9,0,0,17
404,0,0,0,0,0,19,30,32,50,18,34,23,26,40,0,0,27
406,0,0,0,0,0,23,27,15,24,25,28,26,15,19,49,28,1
2455,25,13,32,21,22,20,13,16,20,21,19,18,26,16,0,18,6
408,0,0,0,0,0,9,18,23,17,21,29,18,21,26,39,45,0
409,0,0,0,0,0,22,26,39,33,23,29,23,13,16,54,37,56
410,0,0,0,0,0,41,53,65,58,50,70,81,95,89,148,260,203
2459,3,9,4,10,9,17,15,18,8,15,7,17,14,18,0,0,0
412,0,0,0,0,0,35,31,38,35,24,25,36,30,37,38,6,0
2461,0,0,0,0,0,3,4,6,5,7,1,2,3,2,16,0,0
414,0,0,0,0,0,227,312,364,421,333,426,434,462,458,1042,1420,1190
2463,22,23,21,17,23,19,9,16,21,15,10,8,14,14,0,0,0
416,0,0,0,0,0,13,16,37,26,18,42,39,45,39,127,124,28
4513,0,0,0,0,0,16,73,25,58,14,42,25,44,27,72,17,0
418,0,0,0,0,0,31,34,58,51,37,44,48,33,26,17,0,0
419,0,0,0,0,0,60,70,87,68,32,40,60,49,50,47,97,56
420,0,0,0,0,0,16,18,12,20,12,15,17,24,20,30,0,55
422,0,0,0,0,0,4,15,2,16,16,3,10,9,11,0,0,0
2471,19,17,11,20,23,17,11,17,30,27,17,24,21,21,35,6,0
424,0,0,0,0,0,45,52,59,76,40,64,52,57,48,149,20,70
4508,3,4,5,0,7,3,5,1,5,0,3,0,1,2,29,19,0
426,0,0,0,0,0,137,198,200,227,153,215,222,228,244,607,593,532
2475,13,16,16,23,24,23,11,18,18,16,22,17,18,27,24,40,26
428,0,0,0,0,0,277,437,475,590,504,707,762,815,956,984,1164,1083
429,0,0,0,0,0,50,80,86,99,64,107,117,133,146,103,120,103
430,0,0,0,0,0,35,33,62,49,23,35,54,41,59,41,18,59
2479,4,3,4,5,8,14,7,6,6,2,6,12,7,8,0,0,18
432,0,0,0,0,0,12,35,37,44,37,29,30,25,31,60,29,35
2481,11,7,11,15,18,11,15,14,17,16,11,15,11,7,0,22,17
434,0,0,0,0,0,29,29,55,55,50,54,57,45,66,198,27,78
2483,15,10,12,17,12,16,8,22,19,9,5,3,4,9,0,39,20
4532,74,35,35,23,66,20,47,28,68,14,34,22,39,12,65,0,38
438,0,0,0,0,0,24,44,54,48,43,49,48,63,47,85,79,0
439,0,0,0,0,0,155,201,230,275,251,339,415,422,438,738,709,724
4536,20,6,9,3,30,5,26,8,23,3,6,2,9,2,0,0,0
6900,0,2,3,3,4,7,4,4,5,1,2,3,2,4,0,0,0
442,0,0,0,0,0,14,35,23,48,22,39,27,48,58,85,185,0
444,0,0,0,0,0,15,12,8,35,14,31,23,23,22,16,0,52
2494,20,14,29,30,39,35,52,36,39,37,38,38,48,53,50,37,63
448,0,0,0,0,0,93,92,103,132,67,97,127,110,126,201,146,34
4512,69,31,45,13,54,18,39,18,61,12,36,20,52,14,58,0,48
450,0,0,0,0,0,45,44,22,33,24,45,35,54,48,0,55,59
2499,1,2,5,8,12,10,12,7,10,15,9,11,8,5,37,33,24
452,0,0,0,0,0,33,55,58,52,47,72,71,63,70,81,100,149
4854,3,1,2,3,1,1,1,3,1,0,2,0,0,0,0,0,0
454,0,0,0,0,0,113,146,163,198,162,213,190,212,167,157,178,22
456,0,0,0,0,0,56,70,44,62,47,52,58,73,68,88,84,65
4553,0,0,0,0,0,1,11,2,3,3,5,1,5,1,0,0,0
458,0,0,0,0,0,18,33,23,42,35,43,44,56,70,98,2,11
459,0,0,0,0,0,7,10,12,12,6,18,8,19,14,51,0,0
460,0,0,0,0,0,16,27,25,38,25,31,29,44,39,16,32,0
461,0,0,0,0,0,31,32,62,63,53,63,63,40,39,19,0,56
4558,81,46,70,39,92,32,93,57,107,27,69,34,61,64,204,15,262
463,0,0,0,0,0,56,42,62,59,32,38,66,47,63,23,65,110
4560,48,24,49,9,54,22,41,21,75,17,47,20,58,34,93,20,147
465,0,0,0,0,0,59,72,64,102,49,84,81,133,131,265,237,149
466,0,0,0,0,0,85,95,116,159,110,178,180,188,233,172,153,74
2467,6,11,22,21,16,13,16,14,14,10,14,20,10,5,0,0,0
468,0,0,0,0,0,35,51,50,65,53,77,41,49,63,59,24,35
469,0,0,0,0,0,78,79,103,153,101,134,224,194,185,162,80,124
470,0,0,0,0,0,57,58,72,68,77,128,147,151,139,105,174,201
471,0,0,0,0,0,31,30,44,50,22,33,27,28,30,49,9,0
4568,67,25,48,9,50,5,71,18,76,14,56,36,90,25,38,20,55
473,0,0,0,0,0,66,104,122,145,144,153,150,187,141,194,184,116
475,0,0,0,0,0,27,54,40,59,50,62,87,135,118,183,176,148
476,0,0,0,0,0,80,92,101,112,104,105,144,162,162,185,106,239
4858,0,0,0,0,0,3,6,2,16,4,6,3,8,9,30,0,0
478,0,0,0,0,0,33,63,60,83,50,51,79,70,68,99,45,135
480,0,0,0,0,0,149,219,254,250,223,262,289,339,447,487,484,428
481,0,0,0,0,0,13,14,20,15,28,36,27,27,31,0,33,15
483,0,0,0,0,0,25,29,24,28,27,42,40,47,31,35,0,23
485,0,0,0,0,0,11,10,9,21,7,17,10,24,16,0,24,54
486,0,0,0,0,0,65,54,93,117,93,122,156,153,161,322,259,279
6225,69,112,149,136,141,199,165,172,170,168,173,198,193,217,147,145,204
488,0,0,0,0,0,15,21,19,32,23,19,17,38,26,0,29,9
489,0,0,0,0,0,12,25,40,47,28,37,20,32,32,45,0,56
490,0,0,0,0,0,49,53,68,83,51,88,99,102,130,108,93,130
491,0,0,0,0,0,4,3,6,8,1,13,15,9,10,58,37,1
6222,0,0,0,0,0,5,3,8,7,8,7,5,8,8,0,0,49
493,0,0,0,0,0,17,16,16,34,42,68,65,71,80,77,113,68
495,0,0,0,0,0,12,29,37,28,19,45,40,52,30,24,128,0
496,0,0,0,0,0,40,63,61,97,79,92,131,104,101,184,93,198
497,0,0,0,0,0,25,70,65,94,60,85,132,126,144,83,31,82
498,0,0,0,0,0,11,8,10,12,8,17,19,15,16,59,48,10
499,0,0,0,0,0,11,7,4,7,7,7,6,11,12,65,0,13
500,0,0,0,0,0,17,19,28,24,16,17,17,22,33,0,0,0
4599,13,10,20,6,14,6,9,1,8,3,13,9,14,12,66,94,34
4916,0,0,0,0,0,26,42,32,44,43,30,48,41,31,0,34,40
4522,37,27,54,24,44,11,37,23,49,9,30,27,61,43,108,46,172
510,0,0,0,0,0,6,2,1,4,1,2,4,9,5,0,0,0
515,0,0,0,0,0,7,2,8,5,5,3,4,5,3,0,0,0
9622,0,0,0,0,0,0,4,4,15,10,11,8,5,3,0,0,0
6230,0,0,1,1,1,2,0,1,3,1,3,1,1,2,68,32,0
520,0,0,0,0,0,70,88,78,123,60,63,78,81,84,61,25,64
4524,13,3,7,2,13,0,18,4,9,3,2,6,18,2,0,0,0
525,0,0,0,0,0,68,104,94,129,17,9,9,10,24,0,0,0
530,0,0,0,0,0,57,84,77,119,24,23,26,30,18,30,0,9
535,0,0,0,0,0,2,5,2,14,4,5,2,4,3,0,0,0
540,0,0,0,0,0,21,34,19,39,26,32,38,42,42,0,0,0
5210,0,0,0,0,0,19,18,22,19,13,11,13,16,23,14,10,104
545,0,0,0,0,0,117,162,163,215,209,205,220,243,236,137,109,37
6235,1,4,6,6,10,12,5,9,45,35,21,53,39,36,61,32,0
4860,17,30,19,14,22,6,20,20,26,4,10,7,10,11,25,0,0
550,0,0,0,0,0,31,40,48,62,26,47,40,41,41,65,121,131
555,0,0,0,0,0,18,17,14,22,18,22,18,15,12,0,44,24
8005,37,29,22,26,42,23,48,42,35,25,19,19,25,15,0,0,0
560,0,0,0,0,0,41,53,59,56,55,68,72,73,65,48,73,37
4872,0,0,0,0,0,3,1,1,0,0,0,3,2,0,0,0,0
6240,3,9,7,7,7,9,12,17,22,20,10,12,10,13,35,17,0
4520,50,21,25,8,19,5,49,9,62,8,39,20,69,14,152,18,59
4534,0,0,0,0,0,5,43,28,67,14,52,25,61,22,0,20,0
2487,20,12,14,18,26,22,18,22,35,14,28,36,36,22,12,0,38
8419,89,76,81,102,73,125,141,131,151,150,150,134,110,121,259,151,204
7949,0,0,0,0,0,9,4,6,7,7,7,6,6,10,47,20,38
594,0,0,0,0,0,13,14,17,22,12,9,19,16,12,0,0,0
6220,13,6,9,18,16,10,17,17,27,26,20,14,26,20,0,21,64
8135,22,47,41,33,40,33,26,22,23,22,27,31,35,24,65,0,0
599,0,0,0,0,0,15,9,14,11,9,6,9,10,7,0,0,31
600,5,9,10,16,15,6,10,11,7,19,18,16,21,24,0,0,0
7969,0,0,0,0,0,7,6,7,12,9,10,12,2,10,0,0,16
604,0,2,1,1,3,1,0,1,2,5,0,3,0,4,0,0,0
8034,0,0,0,0,0,36,34,30,53,29,23,28,20,23,0,17,18
6245,0,4,1,8,4,3,1,5,2,8,3,3,2,16,0,0,18
609,2,2,2,3,8,2,5,3,5,6,4,1,5,0,0,0,0
614,2,4,12,17,18,1,0,0,0,1,1,3,0,1,0,0,0
7944,0,0,0,0,0,3,10,3,12,7,16,5,15,21,25,17,36
4540,30,19,13,27,54,30,45,39,56,8,18,12,11,24,72,101,55
619,8,6,4,7,10,5,8,5,6,16,8,8,7,4,24,0,28
7863,15,11,27,31,29,29,44,46,47,58,64,80,72,78,79,60,63
5408,0,0,0,0,0,10,4,7,5,1,4,2,10,9,0,0,0
624,1,1,3,1,2,0,0,2,1,2,3,2,0,1,0,0,0
4200,20,22,27,22,41,20,27,38,18,20,46,46,75,45,0,0,0
4999,0,0,0,0,0,19,14,12,16,16,25,31,23,17,184,109,37
629,0,1,1,0,7,3,3,3,3,5,4,3,2,2,0,0,0
6022,9,7,4,16,5,7,26,30,23,25,11,24,23,19,19,29,33
5225,0,0,0,0,0,11,11,7,27,11,15,14,14,30,98,7,87
634,1,1,1,1,6,2,2,5,4,3,3,4,3,4,0,0,0
6295,9,6,5,13,9,18,18,29,36,34,22,28,30,43,6,0,24
6250,9,15,10,13,28,25,34,41,36,113,114,133,134,111,94,55,69
639,1,3,1,1,7,2,4,2,5,6,1,2,7,3,0,0,0
